assembly_id	5-FTHF_cyc-lig	Adenylsucc_synt	ADK	AICARFT_IMPCHas	ATP-synt	ATP-synt_A	ATP-synt_B	ATP-synt_DE_N	ATP_bind_2	Cpn10	Cpn60_TCP1	CTP_transf_1	Cytidylate_kin2	DAGK_prokar	DHOase	DnaJ_C	DNA_pol3_delta	DNA_processg_A	DUF1934	DUF448	DUF951	EF_TS	eIF-1a	Exonuc_VII_L	Exonuc_VII_S	FA_synthesis	FbpA	GatB_N	Glu-tRNAGln	GrpE	Ham1p_like	Hpr_kinase_C	HrcA	HSP33	IPPT	IPT	IreB	Methyltrans_RNA	MnmE_helical	MreC	NifU_N	NusG	OSCP	Peptidase_A8	Pept_tRNA_hydro	PGI	PGK	Prenyltransf	Queuosine_synth	RBFA	RecO_C	RecX	Ribonuclease_P	Ribosomal_L1	Ribosomal_L13	Ribosomal_L14	Ribosomal_L16	Ribosomal_L17	Ribosomal_L18p	Ribosomal_L19	Ribosomal_L20	Ribosomal_L21p	Ribosomal_L22	Ribosomal_L23	ribosomal_L24	Ribosomal_L27	Ribosomal_L27A	Ribosomal_L28	Ribosomal_L29	Ribosomal_L3	Ribosomal_L34	Ribosomal_L35p	Ribosomal_L36	Ribosomal_L4	Ribosomal_L6	Ribosomal_L9_C	Ribosomal_S10	Ribosomal_S11	Ribosomal_S13	Ribosomal_S15	Ribosomal_S16	Ribosomal_S17	Ribosomal_S19	Ribosomal_S2	Ribosomal_S20p	Ribosomal_S21	Ribosomal_S30AE	Ribosomal_S6	Ribosomal_S7	Ribosomal_S8	Ribosomal_S9	Ribosom_S12_S23	RNA_pol_L	RNA_pol_Rpb6	RRF	RsfS	RuvX	SAICAR_synt	SecE	SecG	SHMT	SMC_ScpA	SMC_ScpB	SmpB	SPOUT_MTase	TGT	TrmK	tRNA_m1G_MT	TsaE	Tyr_Deacylase	UPF0052	UPF0054	VEG	YajC	YbaB_DNA_bd	YbbR	YceD	YGGT	YidD
GCF_001655775.1_ASM165577v1_genomic	0	1	1	0	0	0	0	0	1	1	1	1	2	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
GCA_904395775.1_Coassembly_mag_260_genomic	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1
GCA_018374405.1_ASM1837440v1_genomic	0	0	1	1	2	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1	0	1	1
GCA_018364605.1_ASM1836460v1_genomic	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
GCA_009771005.1_ASM977100v1_genomic	0	1	1	0	0	0	0	0	1	1	1	1	2	1	0	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0
GCA_900540255.1_UMGS222_genomic	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	2	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
METABAT215_SAMESTATE_PRE_SCAFFOLDS_1500_METASPADES__diarrhea_F405_F406_F409_F410.49	0	1	1	0	0	0	0	0	1	1	1	1	2	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	0	1
GCA_000252685.2_ASM25268v2_genomic	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	2	1	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	1	1	1	2	1	2	1	1	0	1	1	1	1	1	1	1	0	1
GCA_000252665.2_ASM25266v2_genomic	0	1	1	0	0	0	0	0	1	1	1	1	2	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	3	0	1	0	1	1	1	1	1	0	2	1	1	1	0	0	1	1	1	1	1	1	1	0	1
GCA_009771015.1_ASM977101v1_genomic	0	1	1	0	0	0	0	0	1	1	1	1	2	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	0	1
GCA_900766025.1_SRS295021_20_genomic	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
GCA_900543325.1_UMGS558_genomic	1	2	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	0	2	1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GCA_900547475.1_UMGS990_genomic	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GCA_900766315.1_SRS373047_16_genomic	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	1	0	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GCA_000252745.2_ASM25274v2_genomic	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	1	1	1	2	1	0	1	1	0	1	0	0	1	1	0	1	0	0
GCA_000252725.2_ASM25272v2_genomic	0	1	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	0	1
GCA_000252765.2_ASM25276v2_genomic	0	1	1	0	0	0	0	0	1	1	1	1	2	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	2	1	1	1	0	0	1	1	1	1	1	1	1	0	1
GCF_000270205.1_ASM27020v1_genomic	0	1	1	0	0	0	0	0	1	1	1	1	2	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	0	1
GCF_000225365.1_ASM22536v2_genomic	0	1	1	0	0	0	0	0	1	1	1	1	2	1	0	1	1	1	0	1	0	1	1	1	1	2	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	0	1
GCF_000709435.1_ASM70943v1_genomic	0	1	1	0	0	0	0	0	1	1	1	1	2	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	0	1
GCA_910577695.1_MGBC105482_genomic	0	1	1	0	0	0	0	0	1	1	1	1	2	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	0	1
GCF_000284435.1_ASM28443v1_genomic	0	1	1	0	0	0	0	0	1	1	1	1	2	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	0	1
GCA_000252785.2_ASM25278v2_genomic	0	1	1	0	0	0	0	0	1	1	1	1	2	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	0	1
GCF_000283555.1_ASM28355v1_genomic	0	1	1	0	0	0	0	0	1	1	1	1	2	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	0	1
GCA_009785875.1_ASM978587v1_genomic	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	3	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	2	0	1	1	0	1
GCA_015553545.1_ASM1555354v1_genomic	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1	0	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
